# Simplified	Traditional	Pinyin	Zhuyin	Level	PoS	Frequency	Meaning HTML
英语	英語	yīng yǔ	ㄧㄥ ㄩˇ	Extra	名	0	<div class="char"> <span id="char-sim-id"><span class="text-color1">英</span><span class="text-color3">语</span> </span> <span class="sep">〔</span><span id="char-trad-id"><span class="text-color1">英</span><span class="text-color3">語</span> </span><span class="sep">〕</span></div> <span class="pinYinWrapper"><span class="text-color1">yīng</span> <span class="text-color3">yǔ</span></span> <ul><li>English (language)</li></ul>
